"47041","acephalous","shape",,,"Not terminating in a head-like portion, esp. when one might be expected.","shape",NULL,"1","c7ed554a-daf3-4e2e-a704-e3ecc14d5393"
"47042","acerose","shape",,,"Rounded in cross-section and very slenderly elongate, broadest near the middle, and gradually attenuate to an acute apex and a slightly blunter base; like a needle.","shape",NULL,"1","b30cb16a-c2f1-4c7f-80dd-c517d99aae5f"
"47043","acetabuliform","shape",,,"Transversely circular, broader than long, widest near or at the middle, relatively thin-walled, the hollow interior open distally; like a shallow bowl with strongly incurved sides.","shape",NULL,"1","04b9870e-60ed-422a-b6f9-a046ff7460f0"
"47044","achene","nominative","fruit",,"Small, dry, indehiscent, and usually one-seeded, with the pericarp thin to thick, sometimes osseous, and adnate to the seed; derived from a single, superior, simple or compound, unicarpellate ovary.  Although in traditional use caryopsis (or grain) has been treated as a type separate from achene and applied to the fruit of a grass [Poaceae (Gramineae)], they do not differ in basic morphology.  See also cypsela, diclesium.","nominative",NULL,"1","a086e031-d609-4684-b701-c3239d46cc6a"
"47045","akene","nominative","fruit",,"Small, dry, indehiscent, and usually one-seeded, with the pericarp thin to thick, sometimes osseous, and adnate to the seed; derived from a single, superior, simple or compound, unicarpellate ovary.  Although in traditional use caryopsis (or grain) has been treated as a type separate from achene and applied to the fruit of a grass [Poaceae (Gramineae)], they do not differ in basic morphology.  See also cypsela, diclesium.","nominative",NULL,"1","36a56913-88e9-4d72-8205-0ea14a215ae6"
"47046","achlamydeous","architecture","flower",,"Lacking a perianth.","architecture",NULL,"1","35806c50-5de6-46e7-aca8-4d756eca8c19"
"47047","acicular","shape",,,"Very slenderly elongate, widest near the middle, and gradually attenuate to an acute apex and a blunter base; like the lateral outline of a needle.","shape",NULL,"1","2027d793-8410-4e68-9172-aa180b1a79bb"
"47048","acicular","shape",,,"Rounded in cross-section and very slenderly elongate, broadest near the middle, and gradually attenuate to an acute apex and a slightly blunter base; like a needle.","shape",NULL,"1","ad23798f-6acc-4845-9af9-a3a7ad7e6c30"
"47049","aciculate","coloration",,,"Having fine, irregularly oriented, straight  streaks of contrasting hue and/or intensity.","coloration",NULL,"1","333c4f39-1dad-4b95-939b-2309f6c9a23b"
"47050","acinaciform","shape",,,"Thin and moderately arcuate with two opposite, plane, broad faces, the degree of curvature increasing distally, thinnest at the convex edge, thicker toward the concave; like a scimitar blade.","shape",NULL,"1","da461a3d-b179-4708-95c3-c02ebd511c80"
"47051","acorn","nominative","fruit",,"A nut subtended by a persistent, hard, cap-like involucre of numerous, coherent, imbricate bracts; esp. in Fagaceae.","nominative",NULL,"1","dd455c86-ec50-45e3-81f8-3bcc5ad83bd7"
"47052","acrid","shape",,,"Terminating abruptly in a rigid, relatively short, sharp point composed of both vascular and laminar tissues.","shape",NULL,"1","b7716031-3ef9-4077-9a56-7d5f05d9779d"
"47053","acrid","odor",,,"Sharp or astringent.","odor",NULL,"1","55125fe8-611a-4ea0-81c4-c606492a03be"
"47054","acrocaulous","insertion",,,"At or very near the stem tip.","insertion",NULL,"1","bfbb16d9-5db4-4b58-995c-02b47117d0a1"
"47055","acrocaulous","position",,,"At or very near the stem tip.","position",NULL,"1","84ca1f31-ed5e-435a-bcb0-f16973b1c424"
"47056","acrodromous","venation",,,"Having two or more primary and/or strongly developed secondary veins that diverge at or above the laminar base and are thence convergently arcuate toward the apex, reaching it or not.","venation",NULL,"1","d2db289e-7ba4-41ed-b1e7-dcc559a81563"
"47057","acropetal","development",,,"Proceeding toward the apex, thus more advanced basally or proximally than apically or distally within a given frame of reference.","development",NULL,"1","efcb006d-d402-43ef-a2c7-2a25cc31de0a"
"47058","acroramous","architecture","axis",,"Branching at or near the apex.","architecture",NULL,"1","69291286-bf66-499c-8224-1fbd86471c2e"
"47059","acroscopic","orientation","subordinate structure",,"Directed, facing, or pointing ('looking') toward the apex of the bearing structure.","orientation",NULL,"1","da13406c-216d-4812-a957-e40b81ad5dc1"
"47060","actinocytic","architecture","stomate",,"Having several subsidiary cells oriented radially to its center.","architecture",NULL,"1","e7d96e12-f1ca-4d4b-8aeb-49f27d52ef78"
"47061","actinodromous","venation",,,"Having three or more primary veins that diverge radially from a point at or above the base of the blade and run toward the margin, reaching it or not.","venation",NULL,"1","8183458e-ddba-445c-b971-fd9a220a8c1c"
"47062","actinomorphic","architecture","perianth, calyx, corolla",,"Radially symmetric; divisible into two essentially equal portions along any median longitudinal plane.","architecture",NULL,"1","90c15216-3167-49af-8ad5-b26bde718a40"
"47063","aculeate","shape",,,"Having slender, stiff, sharp projections oriented in the general plane of the structure.","shape",NULL,"1","a391f977-717c-410a-a82b-e66259eb902c"
"47064","acuminate","shape",,,"Gradually diminishing in width or diameter to a slender tip, the sides longitudinally concave.  Corresponds with attenuate for base shape.","shape",NULL,"1","acd76ca4-54ae-48a8-abad-30c7aa996bb8"
"47065","acute","shape",,,"Sharply angular; regularly and more or less straightly attenuate to an angular tip, the sides intersecting at an angle of less than 90¡.","shape",NULL,"1","e9ccc258-c44c-4b18-88e3-e9cd0169017f"
"47066","acyclic","arrangement",,,"Disposed helically about and along the axis, each on a different radius than the one(s) vertically adjacent.","arrangement",NULL,"1","328b2e30-46ac-42bd-b3d4-c1d5ce2b2427"
"47067","adaxial","insertion",,,"On or pertaining to the side or portion of a lateral structure that faces (or would face) toward the bearing axis when (or if) the axis of the lateral structure is (or were) oriented in the same general direction as the bearing axis.","position",NULL,"1","16cc1bf7-0646-4350-bf75-28fffcba5474"
"47068","adaxial","position",,,"On or pertaining to the side or portion of a lateral structure that faces (or would face) toward the bearing axis when (or if) the axis of the lateral structure is (or were) oriented in the same general direction as the bearing axis.","position",NULL,"1","2412ddf4-d793-43ad-b387-9c12438c143b"
"47069","_adelphous","architecture","flower, androecium",,"Having two or more distinct sets of stamens, the sets differing from one another in the arrangements, insertions, positions and/or morphologies of the included stamens, the number of sets indicated by the prefix, at least one set with two or more members; as in diadelphous, monadelphous, triadelphous.","architecture",NULL,"1","77298971-f9b5-4dae-8c82-30d2d86ea3a7"
"47070","adenopetalous","architecture","flower, perianth, corolla",,"Having petals produced from glandular structures.","architecture",NULL,"1","876cfd5f-273d-43c3-88a9-7256088a2a40"
"47071","adenopetalous","derivation","flower, perianth, corolla",,"Having petals derived from glandular structures.","derivation",NULL,"1","f645a1eb-f77e-4e27-9c20-6288fbcb56e1"
"47072","adherent","fusion","dissimilar structure(s)",,"Superficially joined with or to one or more other dissimilar structures, the connection(s) with no significant histological continuity.  See also coherent.","fusion",NULL,"1","9815718d-328f-4972-b751-733f4340b734"
"47073","adnate","fusion","dissimilar structure(s)",,"Intimately fused with or to one or more other dissimilar structures, the connection(s) with strong histological continuity.  See also connate.","fusion",NULL,"1","58c298ec-a373-4c1e-ae26-bc033dee67ae"
"47074","adventitious","derivation",,,"Arising more or less unpredictably from an organ, tissue, or site that is an unusual, abnormal, or atypical origin for structures of its type.","derivation",NULL,"1","d80260bd-8df8-452f-8e26-64e166edf310"
"47075","adventitious bud","STRUCTURE",,,"A vegetative or floral bud that arises directly from a root or from some site on a shoot other than a leaf axil or stem apex.","STRUCTURE",NULL,"0","0eed275a-5dae-414a-bf36-81a08e6c6ba9"
"47076","adventitious root","STRUCTURE",,,"A root that arises laterally from some part of a shoot, often from the lower portion of a main stem.","STRUCTURE",NULL,"0","27edee49-e9d1-4e6e-ba16-092e61472a0f"
"47077","aerial","location",,,"Above ground or water level.","location",NULL,"1","9fd1bf82-4365-4799-8c2d-411f8d632e6f"
"47078","aerial root","STRUCTURE",,,"A root, adventitious or not, that originates and functions entirely above ground during the normal life cycle of the plant.","STRUCTURE",NULL,"0","44840584-be98-4a00-939c-29c0aee0f1ed"
"47079","aerial-rooted","architecture","plant, structure",,"Bearing aerial roots.","architecture",NULL,"1","d13141a1-1bed-47c4-8584-2c8ccd202c15"
"47080","aestivation","CHARACTER",,,"Disposition of perianth (undifferentiated), calyx, or corolla members in the bud.","CHARACTER",NULL,"1","1e9a1539-01e4-4773-834d-ca579d091256"
"47081","agamospermous","reproduction","taxon, plant",,"Producing viable embryos (in seeds) asexually.","reproduction",NULL,"1","ca794a74-bcd9-4120-a65c-309be9370165"
"47082","agglomerate","architecture","inflorescence",,"Comprising one or more glomes.","architecture",NULL,"1","dd9e20b6-3721-42a8-afb1-e7004751e218"
"47083","aggregate fruit","nominative","fruit",,"Compound and derived from the two or more simple, superior ovaries of a single apocarpous flower; the ovaries connate, coherent, or contiguous in the fruit, the whole with or without accessory tissue.","nominative",NULL,"1","853ed939-84ea-424c-9fbe-88e2c0dff4ff"
"47084","akene","nominative","fruit",,"See achene.","nominative",NULL,"1","574db6a7-615c-4dc3-8373-6e8a77a69a92"
"47085","ala","STRUCTURE",,,"Any elongate, relatively thin protrusion or appendage.","STRUCTURE",NULL,"0","9a033847-942c-4434-aa43-02fb3477f8ab"
"47086","alae","STRUCTURE",,,"Any elongate, relatively thin protrusion or appendage.","STRUCTURE",NULL,"0","18fcb025-b4c7-446c-bedb-2af56cef615b"
"47087","ala","STRUCTURE",,,"One of the two lateral petals in a papilionaceous corolla.","STRUCTURE",NULL,"0","6766d43e-3533-4b2a-8c28-7a2a8c067889"
"47088","alae","STRUCTURE",,,"One of the two lateral petals in a papilionaceous corolla.","STRUCTURE",NULL,"0","b38c80fb-e887-4918-9e2d-92172e393916"
"47089","alate","architecture",,,"Having one or more elongate, relatively thin protrusions or appendages that resemble wings.","architecture",NULL,"1","a37ac7a4-0cd0-4e1f-b621-b5ae33d62f25"
"47090","alate","architecture","pollen grain",,"Having lateral lobes or enations that resemble sacs or somewhat inflated wings.","architecture",NULL,"1","ef2cad7e-d0d1-495d-a2e7-dedf13f079cb"
"47091","albumen","structure",,,"A genetically triploid (3n chromosomes) nutritive tissue in a seed; containing stored carbohydrate and/or oil utilized by the embryo prior to and especially upon germination; derived from fusion of the two polar nuclei (n + n chromosomes) of the embryo sac with a sperm nucleus from the pollen tube (n chromosomes).  See also perisperm.","STRUCTURE / SUBSTANCE",NULL,"1","1ecc1a22-0b08-4979-ae5e-2de10f4dc4ba"
"47092","alete","architecture","spore",,"Lacking a tetrad scar (surficial ridge or angle resulting from coherence with others produced from the same spore mother cell).","architecture",NULL,"1","2225398c-fa25-4806-8bcb-2d11af334457"
"47093","allagostemonous","architecture","flower, androecium",,"Having the stamens inserted alternately upon petals and the receptacle.","architecture",NULL,"1","a23b1cdf-f777-47f8-a844-8ac4554f2b31"
"47094","allogamous","reproduction","taxon",,"Having fertilization regularly involving gametes derived from different plants.","reproduction",NULL,"1","25bb8d1b-c01d-4b18-af24-f09ff2632035"
"47095","allomictic","reproduction","taxon",,"Having fertilization regularly involving gametes derived from different plants.","reproduction",NULL,"1","cf9d8416-b6cc-412f-aadd-2d09eff5e92d"
"47096","almondy","odor",,,"Pungently fruity like almonds, due to the presence of hydrocyanin or a closely related compound.","odor",NULL,"1","d40ddc65-a032-4b55-8b5a-166fc9210495"
"47097","alternate","arrangement",,,"Inserted singly along the axis, each at a different level and each diverging on a different radius than the ones next above and below.","arrangement",NULL,"1","38ba8ed5-c44b-433c-9708-b97b20cca1e5"
"47098","alternate","arrangement","structures in multiple whorls",,"Having those of each whorl staggered radially in relation to those of the adjacent whorl(s).","arrangement",NULL,"1","de7f1c1e-e1eb-45d6-be30-6bbbd299a2b6"
"47099","alveolate","relief",,,"Having generally uniform, regularly and closely disposed, transversely polygonal depressions overall, the pattern resembling the external aspect of a honeycomb.","relief",NULL,"1","98baddbf-ec2a-4ace-a8e0-865ad0146718"
"47100","ament","nominative","inflorescence",,"Elongate, more or less flexible and spike-like, often unisexual, the central axis bearing numerous diminutive flowers inserted either singly or in cymules, the pedicels or secondary axes subtended by small, paleaceous bracts or scales, the whole often deciduous as a unit.","nominative",NULL,"1","607abb62-30fc-43da-8ad4-bc947d70a404"
"47101","amentate","architecture","inflorescence",,"Comprising one or more aments.","architecture",NULL,"1","7955bd51-2995-4123-a937-c4a397f29148"
"47102","amphibious","habit","plant",,"Able to live in either aquatic or terrestrial habitats; e.g., adapted to periodic inundation on floodplains.","arrangement",NULL,"1","8b1a536d-429b-4d40-9962-f52b2c2da63b"
"47103","amphicarpic","architecture","plant",,"Producing two morphologically or phenologically different types of fruit.","arrangement",NULL,"1","3acb87aa-a544-4631-87f7-9aa9e76d8282"
"47104","amphicarpous","architecture","plant",,"Producing two morphologically or phenologically different types of fruit.","arrangement",NULL,"1","d3bd10c5-1e5c-4448-8d63-05b0621f9fb1"
"47105","amphimictic","reproduction","taxon, plant",,"Reproducing sexually.","arrangement",NULL,"1","ceb51c45-db6f-43dc-9c43-2c74f2e0556b"
"47106","amphistomic","architecture","foliaceous structure",,"Having stomata on both the adaxial and abaxial surfaces.","arrangement",NULL,"1","5413c9d2-9f81-42b3-b53d-d06788f33e58"
"47107","amphistomatic","architecture","foliaceous structure",,"Having stomata on both the adaxial and abaxial surfaces.","arrangement",NULL,"1","a0bea72a-24ba-4734-abab-b23b3c19e6a3"
"47108","amphistomatous","architecture","foliaceous structure",,"Having stomata on both the adaxial and abaxial surfaces.","arrangement",NULL,"1","da1ab1e6-69fd-4e69-ae8f-6d814675cd62"
"47109","amphitropous","orientation","ovule",,"Having the funiculus adnate to the proximal portion of the (straight) ovule, the latter lying and the micropyle facing parallel to the ovary wall (placenta).","arrangement",NULL,"1","5858c197-92b2-40ee-87a3-5a677a7136a9"
"47110","amplexicaul","architecture","foliaceous structure",,"See amplexicaulous.","arrangement",NULL,"1","380eff93-46d4-4330-9f67-67bf44b80e0a"
"47111","amplexicaulous","architecture","foliaceous structure",,"Having two distinct basal lobes that partially or fully encircle the bearing axis.  See also connate-perfoliate, perfoliate.","arrangement",NULL,"1","b926f9aa-35ed-4645-be9d-42e4dbf225d5"
"47112","amplexicaul","architecture","foliaceous structure",,"Having two distinct basal lobes that partially or fully encircle the bearing axis.  See also connate-perfoliate, perfoliate.","arrangement",NULL,"1","31890142-8651-4eca-acce-8f9f230c5aaa"
"47113","ampulla","STRUCTURE",,,"A small, membranous, hollow, flask-shaped, insectivorous structure borne on a submerged leaf; esp. in Lentibulariaceae.","arrangement",NULL,"1","683ab4a3-19b3-4350-aab5-2460ff5f96d9"
"47114","ampullae","STRUCTURE",,,"A small, membranous, hollow, flask-shaped, insectivorous structure borne on a submerged leaf; esp. in Lentibulariaceae.","arrangement",NULL,"1","e4dfb682-a0d5-487c-9752-556d9c4c70ec"
"47115","ampulliform","shape",,,"Generally circular in cross-section, broadest at or below the middle, approximately globose below that and constricted above to a relatively narrow neck; like a flask.","arrangement",NULL,"1","20b04210-7d61-4568-b73e-1a432dfa5907"
"47116","anadromous","venation",,,"Having the first lateral vein in each pinna or primary segment of the frond arise from its midvein on the side toward the apex of the frond, the pinnule or secondary segment that it leads to often disproportionately larger than the next distal ones.","arrangement",NULL,"1","83679c97-44e6-495f-96c3-6e15708abea3"
"47117","anastomosing","architecture","tertiary and higher-order laminar veins, excl. veinlets",,"Interconnecting more or less regularly.","arrangement",NULL,"1","3e868545-e9ca-4fb7-9a1a-df6cf53266ee"
"47118","anatropous","orientation","ovule",,"Having the funiculus distally recurved and the (straight) ovule lying beside and parallel to the proximal portion of the funiculus, to which it may be adnate or adherent, the micropyle facing the ovary wall (placenta).","arrangement",NULL,"1","4a75e1b1-6aa4-4d51-9626-365e86010fe2"
"47119","anchoring","habit","trichome",,"Serving as a means of attachment to some external support.","habit",NULL,"1","83d04953-7442-41a1-9e4b-17018956b052"
"47120","androdioecious","reproduction","taxon",,"Having some plants with only bisexual flowers and others only staminate ones.","arrangement",NULL,"1","37d8c0e3-5c87-4be0-8e13-51f84172965e"
"47121","androecial tube","STRUCTURE",,,"The tubular portion of an androecium in which the component structures have fused with one another laterally over part or all their lengths.","arrangement",NULL,"1","0f5bd989-6a96-4305-985d-97ff6f2f49a8"
"47122","androecium","STRUCTURE",,,"The stamen(s), staminode(s), if any, and their ontogenetically associated structure(s), if any, of a single flower, taken collectively.","arrangement",NULL,"1","1b89bc5b-5ac4-4924-aff5-433d2d0df396"
"47123","androecia","STRUCTURE",,,"The stamen(s), staminode(s), if any, and their ontogenetically associated structure(s), if any, of a single flower, taken collectively.","arrangement",NULL,"1","522936d3-a948-44f3-b9dc-634e0d190f6f"
"47124","androgynecandrous","reproduction","taxon",,"Monoecious, each inflorescence having distal and proximal sectors with only staminate flowers and between them a central sector with only pistillate ones.","arrangement",NULL,"1","15c90141-c102-4da5-afbd-eb69be03d2eb"
"47125","androgynophore","STRUCTURE",,,"A stalk that rises above the level of perianth insertion and bears the free portions of both androecium and gynoecium from its summit; as in Passifloraceae.","arrangement",NULL,"1","eab7c575-d3a9-499d-9c4c-34a747be1a82"
"47126","androgynous","reproduction","taxon",,"Monoecious, each inflorescence having a distal sector with only staminate flowers and a proximal sector with only pistillate ones.","arrangement",NULL,"1","6eb007da-89b5-4067-a7b6-57242bbdfa8e"
"47127","andromonoecious","reproduction","taxon",,"Having all plants with both bisexual flowers and staminate ones.","arrangement",NULL,"1","145b5e99-6fe7-42fa-b14c-99fdf2d5c7a3"
"47128","andropetalous","architecture","flower, androecium",,"Having petaloid, sterile stamens.","arrangement",NULL,"1","6fc87757-ff77-4142-94d3-1f552f6d1a55"
"47129","andropetalous","derivation","flower, perianth, corolla",,"Having some or all petals derived from stamens.","arrangement",NULL,"1","8a76f616-c367-41b3-9b6f-55c960849100"
"47130","androphore","STRUCTURE",,,"A stalk or tube that rises above the level of perianth insertion and bears the distinct portions of the androecium  from its summit; as in Malvaceae, where the androphore is a tube formed by connation of the filaments.","arrangement",NULL,"1","6d21ad9e-77d0-426c-9667-c8e54c6467d3"
"47131","_androus","architecture","flower, floret, androecium",,"Having the number of stamens indicated by the prefix; as in enneandrous, hexandrous, monandrous.","architecture",NULL,"1","09bd7a82-65dc-4758-b3e2-c025a9549021"
"47132","anemophilous","reproduction","plant, strobilus, flower",,"Having the pollen normally transported between strobili or flowers by air currents.","reproduction",NULL,"1","57579bf4-7e48-4fb4-99dc-3d975e965752"
"47133","angled","shape",,,"Having sides that meet at acute or obtuse angles.","shape",NULL,"1","a2370508-2458-4df4-8c18-72e4b213fab1"
"47134","_angled","shape",,,"Elongate with the number of longitudinal angles indicated by the prefix, the intervening sides transversely flat or curved; as in four-angled.  See also ...angular (...gonal), deltoid, obdeltoid, triquetrous.","shape",NULL,"1","97910bb4-6f4c-492f-a1f0-cf403353a789"
"47135","angular","shape",,,"Having sides that meet at acute or obtuse angles.","shape",NULL,"1","a488a571-8ed1-4ee5-bf16-0df5a10fcd97"
"47136","_angular","arrangement","bundle scars",,"Forming a figure with the number of sides indicated by the prefix.","shape",NULL,"1","7b6bb4fd-cec4-4cfb-97c5-2bba215e6d75"
"47137","_angular","shape",,,"Having distinct, flat or curved sides of the number indicated by the prefix; as in hexangular, triangular.  See also ...angled (...gonous), deltate.","shape",NULL,"1","2050ca4a-acc9-4e62-bafb-670b816f2a0f"
"47138","anisocytic","architecture","stomate",,"Having three subsidiary cells, one distinctly smaller than the others.","architecture",NULL,"1","f28df908-0dfc-4806-9f8d-0b32996f38c7"
"47139","anisopetalous","architecture","flower, perianth, corolla",,"Having petals unequal in size and/or shape.","architecture",NULL,"1","1aed913e-3ee8-4579-a53e-427089afb451"
"47140","anisophyllous","architecture","plant, axis",,"Heterophyllous and bearing leaves of two or more distinct sizes or shapes on the same plants.","architecture",NULL,"1","0c542f3c-8046-4a78-a08a-d4f908b1dd3c"
"47141","anisosepalous","architecture","flower, perianth, calyx",,"Having sepals unequal in size and/or shape.","architecture",NULL,"1","52089ccc-1db7-4ea3-98ca-8b426f154d47"
"47142","anisostemonous","architecture","flower, androecium",,"Having stamens unequal in size and/or shape.","architecture",NULL,"1","4c329bb2-2a0f-4ebf-90f2-7c9fdd672afe"
"47143","annual","duration","plant, stem",,"Normally living one year or less; growing, reproducing, and dying within one cycle of seasons.","duration",NULL,"1","34000ec5-e71e-4eee-8382-c64521d75a15"
"47144","annual","life_style","plant",,"Of annual duration.","duration",NULL,"1","c522f8f3-7d70-4828-868d-609cb09799eb"
"47145","annular","shape",,,"More or less evenly tubular in a closed circle; like a ring or doughnut.","shape",NULL,"1","83b96b92-78b6-488e-b62b-d396c3b5222d"
"47146","annulus","STRUCTURE",,,"A small ring-like protrusion from the strobilar stalk near its base and below the lowermost sporangiophores, sometimes bearing small sporangia; esp. in Equisetum.","STRUCTURE",NULL,"0","5d08e519-ff94-49dc-877c-63ac6e267a96"
"47147","annuli","STRUCTURE",,,"A small ring-like protrusion from the strobilar stalk near its base and below the lowermost sporangiophores, sometimes bearing small sporangia; esp. in Equisetum.","STRUCTURE",NULL,"0","8f3071d0-4163-4ab9-b2ff-2d4b35c79635"
"47148","annulus","STRUCTURE",,,"A row of protruding specialized sporangial wall cells that extends upward from the base of the sporangium and over its apex, thus forming an incomplete circumferential ring; esp. in Polypodiophyta.  The inner and radial walls of the annular cells are markedly thickened and the structure functions as a spore-releasing and -disseminating mechanism as a result of differential stresses developed within the mature sporangial wall upon desiccation.","STRUCTURE",NULL,"0","c8137f4c-b747-4817-94a9-973aa39d4faf"
"47149","annuli","STRUCTURE",,,"A row of protruding specialized sporangial wall cells that extends upward from the base of the sporangium and over its apex, thus forming an incomplete circumferential ring; esp. in Polypodiophyta.  The inner and radial walls of the annular cells are markedly thickened and the structure functions as a spore-releasing and -disseminating mechanism as a result of differential stresses developed within the mature sporangial wall upon desiccation.","STRUCTURE",NULL,"0","1a843329-df37-4234-8174-fcc6bf89bcad"
"47150","anomocytic","architecture","stomate",,"Lacking subsidiary cells.","architecture",NULL,"1","27d8c96e-f3bd-4b99-aff4-438d7503d63f"
"47151","anthela","nominative","inflorescence",,"A cyme with the main axis markedly shorter than the lateral axes, appearing generally paniculate when compound; esp. in Juncaceae.","nominative",NULL,"1","72057d27-76d8-4729-82bb-785757a01d96"
"47152","anthelae","nominative","inflorescence",,"A cyme with the main axis markedly shorter than the lateral axes, appearing generally paniculate when compound; esp. in Juncaceae.","nominative",NULL,"1","f22442e8-3d37-47e4-b1bc-64aeb8b0f9f7"
"47153","anthelate","architecture","inflorescence",,"Comprising one or more anthelae; esp. in Juncaceae.","architecture",NULL,"1","a860f30b-8210-4993-9183-a3ec65abe67d"
"47154","anther","STRUCTURE",,,"The fertile, loculate, pollen-bearing portion of a stamen, containing one, two, or four thecae (pollen sacs), when that portion is differentiated from and borne at the summit of a narrower supporting stalk (filament), or when such differentiation is deemed to have occurred in the evolutionary past with subsequent reduction of the filament (the anther then sessile and constituting the entirety of the stamen).","STRUCTURE",NULL,"1","ce9ed37f-2132-4193-b5d3-8f569322e89e"
"47155","anther-bearing","architecture","floral structure",,"Bearing anthers.","architecture",NULL,"1","337ded97-bc00-4a56-afb2-df67d986ca9f"
"47156","antheridium","STRUCTURE",,,"A male gametangium; a multicellular fertile organ of a mature gametophyte within which male gametes (antherozoids, spermatozoids) are produced and from which they are discharged, in some taxa forcibly, through a pore.  Technically present but highly reduced and of no descriptive significance in Magnoliophyta and part of Pinophyta.","STRUCTURE",NULL,"1","7b3cbb19-26e9-4ad2-8afc-36682e1d2dd8"
"47157","antheridia","STRUCTURE",,,"A male gametangium; a multicellular fertile organ of a mature gametophyte within which male gametes (antherozoids, spermatozoids) are produced and from which they are discharged, in some taxa forcibly, through a pore.  Technically present but highly reduced and of no descriptive significance in Magnoliophyta and part of Pinophyta.","STRUCTURE",NULL,"1","40b5fa5d-a75b-49d8-8328-b4c28d54ea66"
"47158","antheriferous","architecture","floral structure",,"Bearing anthers.","architecture",NULL,"1","9c75cd6b-93c3-4710-b176-c77ece69c8e7"
"47159","antherozoid","STRUCTURE",,,"A motile male gamete, produced within an antheridium.","STRUCTURE",NULL,"1","6ba61665-8856-4dfa-b850-f40a963f6c01"
"47160","anthocarp","nominative","fruit",,"Simple or compound and including some tissue of non-ovarian origin (accessory tissue).","nominative",NULL,"1","93db5e86-9dd3-43b5-9389-3f8a3308ce15"
"47161","anticlinal","orientation",,,"Perpendicular to some given plane of reference; applied especially to the plane of cell division when it is oriented at right angles to the generalized plane of the structural surface.","orientation",NULL,"1","974ea7f7-67e3-4d2e-bde3-893af1af20ba"
"47162","antipetalous","insertion","equivalent floral structures",,"Each inserted directly above or below a petal.  In place of this term, the phrase 'opposite the petals' is often used, but that contradicts the sense of opposite as otherwise employed (arrangement of lateral structures along an axis) and should be avoided.","position",NULL,"1","f40e8648-e09b-4d60-865a-2a54475cee89"
"47163","antipetalous","position","equivalent floral structures",,"Each inserted directly above or below a petal.  In place of this term, the phrase 'opposite the petals' is often used, but that contradicts the sense of opposite as otherwise employed (arrangement of lateral structures along an axis) and should be avoided.","position",NULL,"1","64485357-034a-492f-96b4-a16775a214f7"
"47164","antisepalous","insertion","equivalent floral structures",,"Each inserted directly above or below a sepal.  In place of this term, the phrase 'opposite the sepals' is often used, but that contradicts the sense of opposite as otherwise employed (arrangement of lateral structures along an axis) and should be avoided.","position",NULL,"1","1dd4e72e-964d-4884-98ee-c7dee2f8272d"
"47165","antisepalous","position","equivalent floral structures",,"Each inserted directly above or below a sepal.  In place of this term, the phrase 'opposite the sepals' is often used, but that contradicts the sense of opposite as otherwise employed (arrangement of lateral structures along an axis) and should be avoided.","position",NULL,"1","8c70b62c-527f-4ad7-af89-1136cd7d3d20"
"47166","antrorse","orientation",,,"Directed forward or upward, toward the distal end of the context of reference, parallel or at an acute angle to the bearing structure.","orientation",NULL,"1","ef05f086-926a-4e04-b311-7d1ae473cce7"
